53,98
53,98
53,98
53,98
52,1
52,1
52,1
52,1
47,66
47,66
47,66
47,66
44
44
44
44
42,97
42,97
42,97
42,97
44,88
44,88
44,88
44,88
47,41
47,41
47,41
47,41
52,7
52,7
52,7
52,7
58,94
58,94
58,94
58,94
61,2
61,2
61,2
61,2
60
60
60
60
55,98
55,98
55,98
55,98
53,1
53,1
53,1
53,1
46,35
46,35
46,35
46,35
43,76
43,76
43,76
43,76
41,82
41,82
41,82
41,82
42,18
42,18
42,18
42,18
47,54
47,54
47,54
47,54
53,5
53,5
53,5
53,5
58,89
58,89
58,89
58,89
59,62
59,62
59,62
59,62
54,33
54,33
54,33
54,33
55,24
55,24
55,24
55,24
49,74
49,74
49,74
49,74
41,97
41,97
41,97
41,97
38,21
38,21
38,21
38,21
24,95
24,95
24,95
24,95
18,98
18,98
18,98
18,98
22,1
22,1
22,1
22,1
33,55
33,55
33,55
33,55
32,85
32,85
32,85
32,85
37,41
37,41
37,41
37,41
42,06
42,06
42,06
42,06
48,09
48,09
48,09
48,09
52,14
52,14
52,14
52,14
56,43
56,43
56,43
56,43
56,23
56,23
56,23
56,23
44,86
44,86
44,86
44,86
39,34
39,34
39,34
39,34
35,53
35,53
35,53
35,53
37,49
37,49
37,49
37,49
44,98
44,98
44,98
44,98
53,39
53,39
53,39
53,39
60,42
60,42
60,42
60,42
64,04
64,04
64,04
64,04
62,38
62,38
62,38
62,38
62,3
62,3
62,3
62,3
54,92
54,92
54,92
54,92
47,72
47,72
47,72
47,72
44,21
44,21
44,21
44,21
35,9
35,9
35,9
35,9
30,35
30,35
30,35
30,35
30,88
30,88
30,88
30,88
44,71
44,71
44,71
44,71
59,83
59,83
59,83
59,83
68,12
68,12
68,12
68,12
75,05
75,05
75,05
75,05
72,89
72,89
72,89
72,89
71,16
71,16
71,16
71,16
69,94
69,94
69,94
69,94
66,93
66,93
66,93
66,93
65,86
65,86
65,86
65,86
63,89
63,89
63,89
63,89
61,94
61,94
61,94
61,94
56,74
56,74
56,74
56,74
56,53
56,53
56,53
56,53
63,03
63,03
63,03
63,03
65,68
65,68
65,68
65,68
67,1
67,1
67,1
67,1
63,13
63,13
63,13
63,13
60,58
60,58
60,58
60,58
55,59
55,59
55,59
55,59
49,61
49,61
49,61
49,61
46,82
46,82
46,82
46,82
44,67
44,67
44,67
44,67
42
42
42
42
43,71
43,71
43,71
43,71
49,67
49,67
49,67
49,67
63,28
63,28
63,28
63,28
66,81
66,81
66,81
66,81
70,21
70,21
70,21
70,21
67,82
67,82
67,82
67,82
65,91
65,91
65,91
65,91
63,54
63,54
63,54
63,54
60,19
60,19
60,19
60,19
56,41
56,41
56,41
56,41
54,32
54,32
54,32
54,32
51,99
51,99
51,99
51,99
49,93
49,93
49,93
49,93
50,72
50,72
50,72
50,72
57,47
57,47
57,47
57,47
65,57
65,57
65,57
65,57
66,17
66,17
66,17
66,17
59,21
59,21
59,21
59,21
58,85
58,85
58,85
58,85
51,05
51,05
51,05
51,05
47,48
47,48
47,48
47,48
43,75
43,75
43,75
43,75
41,54
41,54
41,54
41,54
35,82
35,82
35,82
35,82
39,38
39,38
39,38
39,38
48,2
48,2
48,2
48,2
62,1
62,1
62,1
62,1
63,5
63,5
63,5
63,5
68,92
68,92
68,92
68,92
64,98
64,98
64,98
64,98
62,88
62,88
62,88
62,88
61,19
61,19
61,19
61,19
59,38
59,38
59,38
59,38
56,05
56,05
56,05
56,05
53,67
53,67
53,67
53,67
53,02
53,02
53,02
53,02
50,4
50,4
50,4
50,4
50,86
50,86
50,86
50,86
56,9
56,9
56,9
56,9
60,55
60,55
60,55
60,55
63,43
63,43
63,43
63,43
63,65
63,65
63,65
63,65
58,53
58,53
58,53
58,53
50,26
50,26
50,26
50,26
49,26
49,26
49,26
49,26
43,08
43,08
43,08
43,08
42,07
42,07
42,07
42,07
40,6
40,6
40,6
40,6
43,13
43,13
43,13
43,13
52,09
52,09
52,09
52,09
62,96
62,96
62,96
62,96
64,37
64,37
64,37
64,37
67
67
67
67
61,52
61,52
61,52
61,52
60,06
60,06
60,06
60,06
60,51
60,51
60,51
60,51
58,09
58,09
58,09
58,09
56,85
56,85
56,85
56,85
53,19
53,19
53,19
53,19
53,19
53,19
53,19
53,19
53,03
53,03
53,03
53,03
58,02
58,02
58,02
58,02
62,94
62,94
62,94
62,94
68,91
68,91
68,91
68,91
69,99
69,99
69,99
69,99
58,25
58,25
58,25
58,25
53,18
53,18
53,18
53,18
46,91
46,91
46,91
46,91
42,32
42,32
42,32
42,32
39,4
39,4
39,4
39,4
31,64
31,64
31,64
31,64
25,01
25,01
25,01
25,01
31,87
31,87
31,87
31,87
42,95
42,95
42,95
42,95
61,42
61,42
61,42
61,42
68,07
68,07
68,07
68,07
68,57
68,57
68,57
68,57
63,91
63,91
63,91
63,91
58,98
58,98
58,98
58,98
57,51
57,51
57,51
57,51
54,4
54,4
54,4
54,4
51,16
51,16
51,16
51,16
49,85
49,85
49,85
49,85
47,03
47,03
47,03
47,03
45,37
45,37
45,37
45,37
47,99
47,99
47,99
47,99
52,6
52,6
52,6
52,6
57,63
57,63
57,63
57,63
59,04
59,04
59,04
59,04
53,01
53,01
53,01
53,01
52,96
52,96
52,96
52,96
44,17
44,17
44,17
44,17
