113,60
114,34
114,04
115,13
114,77
115,21
114,11
112,95
111,92
112,70
112,80
111,41
112,63
112,44
112,13
112,10
111,08
111,20
110,52
112,73
109,75
111,29
110,03
109,78
110,38
110,50
109,68
110,54
110,48
111,82
111,77
110,42
108,97
109,81
110,86
109,81
110,23
110,43
108,41
110,50
108,56
109,19
109,15
108,26
108,76
109,30
108,98
108,04
107,46
106,94
108,20
107,52
107,65
107,34
105,97
105,31
104,35
103,01
102,77
102,83
103,42
103,19
102,53
102,00
101,72
101,06
99,99
99,06
99,90
100,04
99,90
101,07
102,23
100,51
101,24
99,52
98,77
98,86
100,30
99,44
99,52
98,51
98,87
97,47
97,83
96,87
96,59
96,31
96,43
96,54
96,23
95,92
95,60
94,36
95,11
95,85
94,62
96,02
95,02
94,43
95,82
95,46
94,85
94,25
94,31
95,67
94,63
95,30
95,31
94,64
94,61
95,24
93,91
94,32
95,65
95,66
94,74
96,48
96,23
96,22
97,28
96,87
97,10
96,42
96,40
97,43
96,93
97,92
97,82
96,62
96,50
96,62
96,27
96,82
97,55
98,54
99,09
99,39
98,83
98,69
98,54
99,70
99,53
98,92
98,73
99,17
98,50
97,82
97,58
97,99
98,16
100,68
99,97
99,91
101,16
101,53
102,83
102,41
102,04
103,04
103,38
102,65
102,62
102,21
101,43
100,85
100,54
100,26
98,92
99,09
99,00
99,41
100,23
99,06
99,62
99,10
99,26
99,18
99,23
99,43
98,29
97,42
96,83
96,48
96,02
95,44
94,21
93,41
93,01
93,29
92,52
92,41
91,91
90,76
90,66
90,55
90,20
90,51
90,55
91,90
90,71
89,52
88,34
87,39
87,46
86,24
86,48
86,71
86,29
86,09
85,49
83,02
82,68
82,51
82,34
82,36
82,58
82,78
82,76
81,55
80,37
79,84
80,53
80,41
79,65
79,91
79,53
78,95
76,39
76,85
76,31
75,19
74,48
74,34
73,60
72,68
72,96
72,64
72,10
71,79
72,44
73,48
72,71
72,35
72,60
72,25
72,10
70,96
71,84
70,30
69,17
67,84
68,33
68,21
67,13
67,82
67,91
67,80
66,68
67,36
67,60
67,08
65,73
66,59
66,21
65,26
64,92
65,34
64,19
63,61
63,43
63,62
63,00
62,01
62,18
62,73
61,92
62,10
62,10
61,90
60,92
61,05
60,65
59,99
59,83
59,84
59,58
57,63
57,47
57,58
56,58
55,70
55,24
54,20
54,19
53,75
53,17
53,47
53,22
53,08
54,00
52,95
53,01
53,19
53,59
54,19
52,45
52,84
53,02
52,55
51,84
51,04
50,44
50,29
49,88
49,63
48,79
48,50
48,18
48,46
48,14
48,20
49,10
49,10
50,10
49,46
49,38
49,36
49,00
49,05
49,31
47,82
47,02
47,76
47,53
46,53
45,76
45,93
45,53
45,41
46,05
46,68
46,75
46,59
46,43
46,19
45,37
44,72
44,85
44,42
44,16
43,90
44,01
43,58
43,32
42,90
43,79
44,69
45,49
45,77
45,72
44,79
44,37
43,85
43,34
43,21
42,15
42,41
41,90
41,38
40,32
39,39
40,02
39,68
40,37
40,79
41,32
40,87
41,02
40,76
40,14
39,34
38,56
39,27
39,03
38,63
38,78
38,38
39,08
38,66
39,20
38,95
39,09
39,21
39,33
39,43
38,58
39,07
39,17
39,27
38,79
38,91
37,65
36,98
37,08
36,80
36,53
36,26
36,78
36,73
35,53
36,24
35,99
34,64
34,42
34,95
35,87
36,03
36,37
37,28
36,80
36,79
36,00
35,55
34,99
34,80
34,97
34,56
34,94
34,16
33,75
33,56
33,76
34,70
34,65
34,44
34,59
34,73
34,48
33,67
33,83
34,36
34,52
34,67
34,19
33,18
32,18
31,92
32,03
31,81
31,92
32,45
32,94
33,05
32,79
32,12
31,84
31,80
31,96
32,35
31,85
31,93
31,85
31,78
31,36
31,25
30,83
31,46
31,80
31,70
31,38
31,59
31,57
31,70
31,60
31,30
31,68
31,33
31,35
30,99
30,96
30,57
30,56
30,95
31,32
31,69
32,06
32,82
33,18
33,15
33,12
33,09
33,46
33,04
33,41
33,79
33,79
33,78
33,39
33,39
32,60
32,21
32,21
32,21
32,21
32,21
33,00
33,00
33,00
33,00
33,72
33,34
33,63
33,60
33,55
33,48
33,41
33,34
32,85
32,37
31,90
32,21
33,30
33,21
33,92
34,64
35,97
35,85
36,53
37,21
38,13
39,04
39,28
39,51
39,74
37,80
37,16
36,12
35,10
34,66
35,49
35,29
34,53
35,33
35,57
35,81
35,68
35,60
35,92
36,83
37,15
37,47
37,78
38,29
36,80
36,48
35,42
35,90
35,81
36,13
37,42
38,13
38,42
38,32
38,21
38,10
38,01
37,94
38,28
40,35
39,04
38,93
39,20
40,08
39,54
39,04
39,54
39,45
39,91
39,78
40,05
40,29
40,54
40,79
40,65
40,10
39,56
39,06
38,95
39,26
39,97
40,72
41,08
41,85
42,24
42,05
41,24
40,83
40,82
40,40
40,36
41,13
41,09
40,65
40,21
40,57
40,13
39,29
39,81
40,50
39,67
39,34
39,59
40,01
39,82
40,04
40,27
40,49
40,31
41,11
41,14
41,76
42,22
42,51
43,03
43,39
43,58
43,60
43,60
43,20
43,20
43,20
43,81
43,19
42,79
42,79
42,39
42,39
41,98
41,58
41,57
41,57
41,96
41,55
41,55
41,55
41,15
41,16
40,76
41,16
41,17
40,58
41,57
41,38
41,39
41,03
41,06
41,10
41,15
41,19
41,63
42,07
42,12
42,17
42,60
42,65
42,29
42,32
42,73
43,14
43,15
43,15
